year,county,B19013_001E, B19013A_001E, B19013B_001E, B19013C_001E, B19013D_001E, B19013E_001E, B19013F_001E, B19013G_001E, B19013H_001E, B19013I_001E,state,county 1
01/01/2017 12:00:00 AM,"Clarke County, Virginia",72129,78417,30739,-666666666,-666666666,-666666666,-666666666,-666666666,78383,-666666666,51,043
01/01/2017 12:00:00 AM,"Franklin County, Virginia",51208,52892,42795,128000,-666666666,-666666666,-666666666,-666666666,53177,24732,51,067
01/01/2017 12:00:00 AM,"King and Queen County, Virginia",51495,57961,43566,-666666666,-666666666,-666666666,-666666666,-666666666,57303,125250,51,097
01/01/2017 12:00:00 AM,"Mecklenburg County, Virginia",41126,46557,28992,32125,-666666666,-666666666,55850,53750,46589,54653,51,117
01/01/2017 12:00:00 AM,"Montgomery County, Virginia",53424,55367,44471,32656,31581,-666666666,-666666666,17838,55316,55680,51,121
01/01/2017 12:00:00 AM,"New Kent County, Virginia",78429,78588,78103,52656,102569,-666666666,-666666666,137500,78826,-666666666,51,127
01/01/2017 12:00:00 AM,"Augusta County, Virginia",59544,59612,60286,29250,-666666666,-666666666,67917,35652,59513,68139,51,015
01/01/2017 12:00:00 AM,"Cumberland County, Virginia",43020,49450,35000,-666666666,-666666666,-666666666,-666666666,-666666666,49450,-666666666,51,049
01/01/2017 12:00:00 AM,"Dickenson County, Virginia",29916,29972,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,30007,-666666666,51,051
01/01/2017 12:00:00 AM,"Goochland County, Virginia",86652,98505,37595,-666666666,138537,-666666666,-666666666,-666666666,98633,64554,51,075
01/01/2017 12:00:00 AM,"Halifax County, Virginia",39233,45057,26761,55590,-666666666,-666666666,-666666666,-666666666,45703,28386,51,083
01/01/2017 12:00:00 AM,"Loudoun County, Virginia",129588,130734,114275,64300,152110,97109,82647,112303,136332,85716,51,107
01/01/2017 12:00:00 AM,"Madison County, Virginia",52287,51868,43333,-666666666,-666666666,-666666666,-666666666,78864,51868,-666666666,51,113
01/01/2017 12:00:00 AM,"Prince William County, Virginia",101059,108141,92996,81282,96875,84483,75392,96944,116422,75385,51,153
01/01/2017 12:00:00 AM,"Roanoke County, Virginia",62134,62141,61607,77596,67159,-666666666,-666666666,-666666666,62227,44650,51,161
01/01/2017 12:00:00 AM,"Southampton County, Virginia",53681,67159,35310,97333,-666666666,-666666666,-666666666,79625,66982,-666666666,51,175
01/01/2017 12:00:00 AM,"Highland County, Virginia",45094,45156,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,45156,-666666666,51,091
01/01/2017 12:00:00 AM,"Brunswick County, Virginia",40871,51108,31500,-666666666,-666666666,-666666666,-666666666,-666666666,51378,-666666666,51,025
01/01/2017 12:00:00 AM,"Caroline County, Virginia",60925,67550,51149,133636,-666666666,-666666666,-666666666,83214,66850,68750,51,033
01/01/2010 12:00:00 AM,"Roanoke city, Virginia",36422,40595,28594,9464,46148,-666666666,27052,29096,40744,31641,51,770
01/01/2010 12:00:00 AM,"Salem city, Virginia",48828,50412,29975,-666666666,61339,-666666666,-666666666,27639,50346,59000,51,775
01/01/2010 12:00:00 AM,"Staunton city, Virginia",42724,44821,24063,42500,49018,-666666666,-666666666,46094,45258,26533,51,790
01/01/2010 12:00:00 AM,"Suffolk city, Virginia",65104,78072,46994,16957,94821,-666666666,59494,70729,77956,56076,51,800
01/01/2010 12:00:00 AM,"Virginia Beach city, Virginia",64618,70067,49668,50369,68021,54009,52083,50360,70340,56764,51,810
01/01/2010 12:00:00 AM,"Waynesboro city, Virginia",40977,42580,30561,-666666666,51563,-666666666,-666666666,43750,42920,18807,51,820
01/01/2010 12:00:00 AM,"Williamsburg city, Virginia",50794,56484,32219,-666666666,59375,-666666666,-666666666,92734,56484,51136,51,830
01/01/2010 12:00:00 AM,"Winchester city, Virginia",44873,46136,33882,100250,35156,-666666666,49779,14464,46950,38716,51,840
01/01/2017 12:00:00 AM,"Gloucester County, Virginia",63881,63959,53963,-666666666,-666666666,-666666666,-666666666,74281,64421,53688,51,073
01/01/2017 12:00:00 AM,"Northampton County, Virginia",41468,52361,20956,-666666666,-666666666,-666666666,-666666666,-666666666,52978,38750,51,131
01/01/2017 12:00:00 AM,"Patrick County, Virginia",37757,38111,37946,-666666666,-666666666,-666666666,-666666666,-666666666,38568,20179,51,141
01/01/2017 12:00:00 AM,"Powhatan County, Virginia",80441,82558,50496,-666666666,-666666666,-666666666,-666666666,64250,83113,67159,51,145
01/01/2017 12:00:00 AM,"Rockbridge County, Virginia",53918,53238,75481,-666666666,-666666666,-666666666,-666666666,66071,53249,65161,51,163
01/01/2017 12:00:00 AM,"Shenandoah County, Virginia",53934,54499,60625,180595,-666666666,-666666666,32216,45185,55275,41843,51,171
01/01/2017 12:00:00 AM,"Fauquier County, Virginia",94775,98312,61597,117292,122500,-666666666,-666666666,88571,100415,62837,51,061
01/01/2011 12:00:00 AM,"Dickenson County, Virginia",30556,30584,24792,-666666666,-666666666,-666666666,-666666666,38194,30572,-666666666,51,051
01/01/2011 12:00:00 AM,"Dinwiddie County, Virginia",50583,56189,45612,-666666666,67019,-666666666,97989,44688,56544,31397,51,053
01/01/2011 12:00:00 AM,"Essex County, Virginia",44581,48310,37537,51518,-666666666,-666666666,-666666666,32188,48099,47083,51,057
01/01/2011 12:00:00 AM,"Fairfax County, Virginia",108439,120548,77344,58813,98853,105875,65367,89688,125864,74834,51,059
01/01/2011 12:00:00 AM,"Fauquier County, Virginia",87958,90374,65855,-666666666,137935,-666666666,51484,37325,91825,45669,51,061
01/01/2011 12:00:00 AM,"Floyd County, Virginia",40761,41966,14444,-666666666,89032,-666666666,-666666666,2499,42100,40481,51,063
01/01/2011 12:00:00 AM,"Fluvanna County, Virginia",68615,71891,48981,-666666666,100921,-666666666,24861,55000,73101,38105,51,065
01/01/2011 12:00:00 AM,"Franklin County, Virginia",47606,50468,31355,-666666666,-666666666,-666666666,38750,49044,50298,55455,51,067
01/01/2011 12:00:00 AM,"Frederick County, Virginia",66440,65812,77589,75952,32368,-666666666,66833,82643,65752,67735,51,069
01/01/2011 12:00:00 AM,"Giles County, Virginia",43012,43198,44583,-666666666,-666666666,-666666666,93125,25833,43139,94107,51,071
01/01/2011 12:00:00 AM,"Gloucester County, Virginia",62067,61987,51033,101328,100893,-666666666,102829,64375,61947,80107,51,073
01/01/2011 12:00:00 AM,"Goochland County, Virginia",81288,88596,41484,-666666666,-666666666,-666666666,-666666666,111042,89448,63640,51,075
01/01/2011 12:00:00 AM,"Grayson County, Virginia",31599,31667,14846,-666666666,-666666666,-666666666,-666666666,17000,31446,46134,51,077
01/01/2011 12:00:00 AM,"Greene County, Virginia",58550,59913,35274,-666666666,50682,-666666666,29485,36005,60128,31554,51,079
01/01/2011 12:00:00 AM,"Greensville County, Virginia",42000,48947,36716,80667,-666666666,-666666666,-666666666,-666666666,48912,60263,51,081
01/01/2011 12:00:00 AM,"Halifax County, Virginia",34889,40059,24095,-666666666,53355,-666666666,28833,26576,40138,28042,51,083
01/01/2011 12:00:00 AM,"Hanover County, Virginia",77506,79531,56143,33964,103750,-666666666,49107,48750,79153,99191,51,085
01/01/2011 12:00:00 AM,"Henrico County, Virginia",61206,67877,47255,38894,75139,76118,38857,53333,68684,44897,51,087
01/01/2011 12:00:00 AM,"Henry County, Virginia",33695,35375,27719,-666666666,17411,-666666666,21667,28269,36126,23438,51,089
01/01/2011 12:00:00 AM,"Highland County, Virginia",43045,43590,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,43590,-666666666,51,091
01/01/2011 12:00:00 AM,"Isle of Wight County, Virginia",64925,73112,40042,-666666666,112031,-666666666,-666666666,69500,72958,91406,51,093
01/01/2011 12:00:00 AM,"James City County, Virginia",75938,81702,46936,67619,79028,2499,29928,72500,82205,59803,51,095
01/01/2011 12:00:00 AM,"King and Queen County, Virginia",48170,53388,45136,13750,-666666666,-666666666,-666666666,-666666666,53692,24750,51,097
01/01/2011 12:00:00 AM,"King George County, Virginia",82173,86546,59789,96705,31042,-666666666,82031,94091,87644,86838,51,099
01/01/2011 12:00:00 AM,"King William County, Virginia",64982,72500,53338,46250,56563,-666666666,-666666666,31500,72536,185665,51,101
01/01/2011 12:00:00 AM,"Lancaster County, Virginia",46625,56935,32500,-666666666,197955,-666666666,-666666666,9943,56712,133176,51,103
01/01/2011 12:00:00 AM,"Lee County, Virginia",32588,32865,11786,-666666666,-666666666,-666666666,-666666666,-666666666,32802,53667,51,105
01/01/2011 12:00:00 AM,"Loudoun County, Virginia",120096,124536,90925,81463,122979,-666666666,71154,139444,127522,77360,51,107
01/01/2011 12:00:00 AM,"Louisa County, Virginia",56502,63338,37879,45417,66613,-666666666,52277,75313,63312,95455,51,109
01/01/2011 12:00:00 AM,"Lunenburg County, Virginia",35210,36508,30389,-666666666,-666666666,-666666666,-666666666,67946,36637,18917,51,111
01/01/2011 12:00:00 AM,"Madison County, Virginia",59734,62418,42180,-666666666,-666666666,-666666666,71756,67167,62418,-666666666,51,113
01/01/2011 12:00:00 AM,"Mathews County, Virginia",54118,59473,24143,-666666666,-666666666,-666666666,-666666666,-666666666,59608,19792,51,115
01/01/2011 12:00:00 AM,"Mecklenburg County, Virginia",36069,41668,24390,-666666666,38977,40625,2499,2499,41843,16759,51,117
01/01/2011 12:00:00 AM,"Middlesex County, Virginia",53615,60400,32016,-666666666,-666666666,-666666666,-666666666,-666666666,60461,51458,51,119
01/01/2011 12:00:00 AM,"Montgomery County, Virginia",44231,45846,31181,48333,39375,-666666666,27206,40809,46079,42724,51,121
01/01/2011 12:00:00 AM,"Nelson County, Virginia",47426,50123,44590,-666666666,-666666666,-666666666,-666666666,48750,48773,58488,51,125
01/01/2011 12:00:00 AM,"New Kent County, Virginia",71198,74191,49813,71000,-666666666,-666666666,55000,58990,73842,104028,51,127
01/01/2011 12:00:00 AM,"Northampton County, Virginia",36965,52958,21930,-666666666,38698,-666666666,-666666666,39167,52553,63688,51,131
01/01/2011 12:00:00 AM,"Northumberland County, Virginia",51256,58434,29250,-666666666,-666666666,-666666666,-666666666,-666666666,58389,-666666666,51,133
01/01/2011 12:00:00 AM,"Nottoway County, Virginia",37507,42607,31580,-666666666,-666666666,-666666666,117045,19583,42660,99167,51,135
01/01/2011 12:00:00 AM,"Orange County, Virginia",56837,59282,33105,-666666666,65682,-666666666,105774,48125,59273,85250,51,137
01/01/2011 12:00:00 AM,"Page County, Virginia",43435,43597,46563,-666666666,27344,-666666666,-666666666,24414,44124,25139,51,139
01/01/2011 12:00:00 AM,"Patrick County, Virginia",36057,36069,39083,13208,-666666666,-666666666,13250,22262,36166,28750,51,141
01/01/2011 12:00:00 AM,"Pittsylvania County, Virginia",40333,43180,29089,-666666666,75739,-666666666,29265,45938,43378,28309,51,143
01/01/2011 12:00:00 AM,"Powhatan County, Virginia",76235,77898,53860,64500,79018,-666666666,-666666666,77868,77495,89119,51,145
01/01/2011 12:00:00 AM,"Prince Edward County, Virginia",36789,45598,28610,-666666666,12266,-666666666,-666666666,36719,45808,30875,51,147
01/01/2011 12:00:00 AM,"Prince George County, Virginia",62924,64419,59131,91793,50815,110000,24750,60500,64365,57917,51,149
01/01/2011 12:00:00 AM,"Prince William County, Virginia",95531,104029,80214,57976,97855,86591,71748,80859,107997,71681,51,153
01/01/2011 12:00:00 AM,"Pulaski County, Virginia",40987,41231,29699,-666666666,-666666666,-666666666,192000,100417,41607,19000,51,155
01/01/2011 12:00:00 AM,"Rappahannock County, Virginia",64113,67083,49554,-666666666,-666666666,-666666666,29583,45871,64375,178603,51,157
01/01/2011 12:00:00 AM,"Richmond County, Virginia",46456,44414,46976,-666666666,-666666666,-666666666,-666666666,74861,44115,73333,51,159
01/01/2011 12:00:00 AM,"Roanoke County, Virginia",62895,63848,49139,9406,77159,-666666666,69348,32557,64182,37740,51,161
01/01/2011 12:00:00 AM,"Rockbridge County, Virginia",45489,46286,21705,-666666666,-666666666,-666666666,-666666666,26806,46300,38750,51,163
01/01/2011 12:00:00 AM,"Rockingham County, Virginia",51775,51626,67000,40500,32353,-666666666,53878,53750,51888,46379,51,165
01/01/2011 12:00:00 AM,"Russell County, Virginia",32555,32519,40568,17143,16435,-666666666,-666666666,-666666666,32596,-666666666,51,167
01/01/2011 12:00:00 AM,"Scott County, Virginia",35846,35945,85625,-666666666,25833,-666666666,-666666666,19028,35936,48750,51,169
01/01/2011 12:00:00 AM,"Shenandoah County, Virginia",50535,50862,39337,11250,56574,-666666666,47639,39732,50992,45156,51,171
01/01/2011 12:00:00 AM,"Smyth County, Virginia",34533,34782,25250,21750,30625,-666666666,-666666666,40938,34930,29408,51,173
01/01/2011 12:00:00 AM,"Southampton County, Virginia",46733,54096,34396,68214,-666666666,-666666666,-666666666,21125,54688,14934,51,175
01/01/2011 12:00:00 AM,"Spotsylvania County, Virginia",78299,82959,64732,58286,75788,24663,54276,73125,83101,70669,51,177
01/01/2011 12:00:00 AM,"Stafford County, Virginia",94658,97857,89738,60833,86639,-666666666,63791,95769,97707,75264,51,179
01/01/2011 12:00:00 AM,"Surry County, Virginia",53505,66098,37005,-666666666,-666666666,-666666666,-666666666,71607,66477,62750,51,181
01/01/2011 12:00:00 AM,"Sussex County, Virginia",40088,51854,30000,-666666666,-666666666,-666666666,-666666666,-666666666,51969,51023,51,183
01/01/2011 12:00:00 AM,"Tazewell County, Virginia",36436,36714,17696,-666666666,138768,-666666666,-666666666,39152,36798,12357,51,185
01/01/2011 12:00:00 AM,"Warren County, Virginia",61379,62100,39461,36667,33487,-666666666,54531,72610,62317,60160,51,187
01/01/2011 12:00:00 AM,"Washington County, Virginia",41526,42031,30469,18250,46250,-666666666,27938,45516,42103,28833,51,191
01/01/2011 12:00:00 AM,"Westmoreland County, Virginia",52258,51797,52771,-666666666,-666666666,-666666666,35938,62500,51619,70250,51,193
01/01/2011 12:00:00 AM,"Wise County, Virginia",34717,34809,26550,-666666666,31250,-666666666,74107,31875,34818,36429,51,195
01/01/2011 12:00:00 AM,"Wythe County, Virginia",40920,40697,52688,-666666666,29688,-666666666,-666666666,-666666666,40843,36289,51,197
01/01/2011 12:00:00 AM,"York County, Virginia",83747,87123,63816,105556,73165,82162,60625,91838,88157,65917,51,199
01/01/2011 12:00:00 AM,"Alexandria city, Virginia",82899,99263,53251,65739,65694,118071,54214,73913,103404,59752,51,510
01/01/2011 12:00:00 AM,"Bedford city, Virginia",34647,42721,26015,-666666666,-666666666,-666666666,-666666666,-666666666,40750,-666666666,51,515
01/01/2011 12:00:00 AM,"Bristol city, Virginia",32122,33008,25789,77875,18000,-666666666,-666666666,25486,33280,16853,51,520
01/01/2011 12:00:00 AM,"Buena Vista city, Virginia",35426,34629,22152,-666666666,-666666666,-666666666,-666666666,90068,34629,-666666666,51,530
01/01/2011 12:00:00 AM,"Charlottesville city, Virginia",43980,47139,32296,68203,29868,-666666666,33836,30179,47258,34828,51,540
01/01/2011 12:00:00 AM,"Chesapeake city, Virginia",70115,77726,54270,76027,82500,74875,70595,72910,78060,66587,51,550
01/01/2011 12:00:00 AM,"Colonial Heights city, Virginia",51396,54164,42896,-666666666,51719,-666666666,30500,50938,53926,44669,51,570
01/01/2011 12:00:00 AM,"Covington city, Virginia",36242,38817,27946,30313,39000,-666666666,-666666666,19479,38817,-666666666,51,580
01/01/2011 12:00:00 AM,"Danville city, Virginia",31011,36234,25069,-666666666,38816,2499,41719,20000,36293,38250,51,590
01/01/2011 12:00:00 AM,"Emporia city, Virginia",30481,50795,22875,-666666666,49107,-666666666,27609,110104,50795,27609,51,595
01/01/2011 12:00:00 AM,"Fairfax city, Virginia",99300,101258,87386,-666666666,106184,-666666666,75938,76500,105143,75655,51,600
01/01/2011 12:00:00 AM,"Falls Church city, Virginia",120332,131204,61000,-666666666,73056,-666666666,47284,153964,135528,63000,51,610
01/01/2011 12:00:00 AM,"Franklin city, Virginia",33956,59714,23603,-666666666,62115,-666666666,-666666666,-666666666,59714,-666666666,51,620
01/01/2011 12:00:00 AM,"Fredericksburg city, Virginia",44498,50359,42729,-666666666,60147,-666666666,32148,51250,49479,38750,51,630
01/01/2011 12:00:00 AM,"Galax city, Virginia",24711,24482,21146,29934,-666666666,-666666666,-666666666,-666666666,22106,31875,51,640
01/01/2011 12:00:00 AM,"Hampton city, Virginia",51083,57786,42714,46050,59792,-666666666,49485,43546,57752,49623,51,650
01/01/2011 12:00:00 AM,"Harrisonburg city, Virginia",37850,38647,30172,-666666666,30060,-666666666,58250,45363,38975,41888,51,660
01/01/2011 12:00:00 AM,"Hopewell city, Virginia",36477,40614,33123,2499,26923,-666666666,23750,33287,41749,21966,51,670
01/01/2011 12:00:00 AM,"Lexington city, Virginia",33670,34872,38500,-666666666,31806,2499,9599,23667,34872,-666666666,51,678
01/01/2011 12:00:00 AM,"Lynchburg city, Virginia",37733,43013,25640,31538,41550,-666666666,25783,39667,43510,25606,51,680
01/01/2011 12:00:00 AM,"Manassas city, Virginia",73091,74767,67546,2499,64318,-666666666,49342,80903,87156,49362,51,683
01/01/2011 12:00:00 AM,"Manassas Park city, Virginia",70137,73904,52021,51750,99531,-666666666,53904,100057,75156,57256,51,685
01/01/2011 12:00:00 AM,"Martinsville city, Virginia",32440,40975,22313,-666666666,38417,-666666666,31045,35994,41238,32070,51,690
01/01/2011 12:00:00 AM,"Newport News city, Virginia",50942,61693,38682,58091,55417,67656,48270,47236,62480,55062,51,700
01/01/2011 12:00:00 AM,"Norfolk city, Virginia",43914,53651,32638,37955,50057,38910,45996,43844,54365,45551,51,710
01/01/2011 12:00:00 AM,"Norton city, Virginia",36944,33250,63060,-666666666,250001,-666666666,-666666666,20132,33250,-666666666,51,720
01/01/2011 12:00:00 AM,"Petersburg city, Virginia",36289,43819,33755,105278,73942,60893,-666666666,41364,45911,26738,51,730
01/01/2011 12:00:00 AM,"Poquoson city, Virginia",86611,86250,-666666666,-666666666,84044,-666666666,-666666666,91087,86659,55139,51,735
01/01/2011 12:00:00 AM,"Portsmouth city, Virginia",46340,56337,36363,44712,40298,53994,49075,63850,56753,47673,51,740
01/01/2011 12:00:00 AM,"Radford city, Virginia",29101,29031,33077,-666666666,17245,-666666666,-666666666,12935,28904,31813,51,750
01/01/2011 12:00:00 AM,"Richmond city, Virginia",39201,54600,28536,46042,24766,-666666666,28542,29093,55760,32676,51,760
01/01/2011 12:00:00 AM,"Roanoke city, Virginia",37753,42061,29674,26552,51827,-666666666,25608,34479,42026,35591,51,770
01/01/2011 12:00:00 AM,"Salem city, Virginia",48050,49418,33571,-666666666,38487,-666666666,-666666666,24120,49306,59506,51,775
01/01/2011 12:00:00 AM,"Staunton city, Virginia",42757,44319,25224,55368,77917,-666666666,44375,29722,44380,43672,51,790
01/01/2011 12:00:00 AM,"Suffolk city, Virginia",65351,79195,48127,17604,94554,-666666666,62650,73033,78907,53387,51,800
01/01/2011 12:00:00 AM,"Virginia Beach city, Virginia",65910,71344,50430,65871,71367,55036,54620,55127,71666,59898,51,810
01/01/2011 12:00:00 AM,"Waynesboro city, Virginia",43605,45257,19635,-666666666,51875,-666666666,-666666666,46100,45356,19311,51,820
01/01/2011 12:00:00 AM,"Williamsburg city, Virginia",50742,53336,29257,-666666666,59464,-666666666,55941,28864,53606,55471,51,830
01/01/2011 12:00:00 AM,"Winchester city, Virginia",46065,46545,46518,103182,37888,-666666666,30000,20573,47574,37000,51,840
01/01/2011 12:00:00 AM,"Accomack County, Virginia",41595,44626,31334,61917,27426,-666666666,32102,29821,45058,32083,51,001
01/01/2011 12:00:00 AM,"Albemarle County, Virginia",65934,73055,36593,2499,56250,-666666666,27261,36538,73413,56635,51,003
01/01/2011 12:00:00 AM,"Alleghany County, Virginia",44329,44798,32321,-666666666,-666666666,-666666666,-666666666,-666666666,44947,32232,51,005
01/01/2011 12:00:00 AM,"Amelia County, Virginia",51540,57564,39896,40231,-666666666,-666666666,-666666666,-666666666,57382,44615,51,007
01/01/2011 12:00:00 AM,"Amherst County, Virginia",44383,50285,30851,4250,60288,-666666666,34535,80257,50275,32348,51,009
01/01/2011 12:00:00 AM,"Appomattox County, Virginia",47992,50820,30438,-666666666,-666666666,-666666666,-666666666,-666666666,50775,-666666666,51,011
01/01/2011 12:00:00 AM,"Arlington County, Virginia",99651,111926,58479,53929,83135,126979,46524,83902,115045,60668,51,013
01/01/2011 12:00:00 AM,"Augusta County, Virginia",51719,52739,34148,24343,8879,48000,35625,46278,52732,51394,51,015
